Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales
NBA Live 09 All-Play;Wii;2008.00;Sports;Electronic Arts;0.19;0.01;0;0.02
Ballblazer Champions;PS;1997.00;Sports;CTO SpA;0.01;0.01;0;0
NFL GameDay 2000;PS;1999.00;Sports;989 Studios;1;0.68;0;0.12
Animal Planet: Vet Life;DS;2009.00;Simulation;Activision;0.1;0;0;0.01
The Idolmaster: Gravure For You! Vol. 5;PS3;2012.00;Misc;Namco Bandai Games;0;0;0.03;0
Handball 16;PS3;2015.00;Sports;Bigben Interactive;0;0.04;0;0.01
Farming Simulator 2015;PS4;2015.00;Simulation;Koch Media;0.1;0.2;0;0.05
UFC Personal Trainer: The Ultimate Fitness System;PS3;2011.00;Sports;THQ;0.08;0.09;0;0.04
Kobitodzukan: Kobito no Fushigi - Jikken Set;3DS;2013.00;Misc;Nippon Columbia;0;0;0.08;0
Real Robots Final Attack;PS;1998.00;Shooter;Banpresto;0;0;0.07;0.01
Armored Core: For Answer;PS3;2008.00;Simulation;Ubisoft;0.06;0.02;0.1;0.01
Imagine: Teacher Class Trip;DS;2009.00;Adventure;Ubisoft;0.1;0.12;0;0.02
Shox;PS2;2002.00;Racing;Electronic Arts;0.05;0.04;0;0.01
English Training: Have Fun Improving Your Skills!;DS;2006.00;Misc;Nintendo;0;0.99;2.32;0.02
Decathlete;SAT;1994.00;Sports;Sega;0;0;0.3;0
The King of Fighters '95;SAT;1995.00;Fighting;SNK Playmore;0;0;0.28;0
Lego Star Wars: The Force Awakens;PSV;2016.00;Action;Warner Bros. Interactive Entertainment;0.02;0.05;0;0.02
Rock Band Track Pack Volume 1;PS2;2008.00;Misc;MTV Games;0.06;0.05;0;0.02
Kirby Super Star;SNES;1996.00;Platform;Nintendo;0.26;0.07;1.09;0.02
All Star Cheer Squad;Wii;2008.00;Sports;THQ;0.43;0.29;0;0.08
World Series of Poker;PSP;2005.00;Misc;Activision;0.19;0;0;0.02
The Lord of the Rings: Aragorn's Quest;DS;2010.00;Action;Warner Bros. Interactive Entertainment;0.1;0.02;0;0.01
Samurai Warriors: Xtreme Legends;PS2;2004.00;Action;Tecmo Koei;0.04;0.03;0.36;0.01
MotoGP 09/10;X360;2010.00;Racing;Capcom;0.07;0.09;0;0.02
Wizardry VI: Bane of the Cosmic Forge;SNES;1995.00;Role-Playing;ASCII Entertainment;0;0;0.1;0
NHL Championship 2000;PS;1998.00;Sports;Fox Interactive;0.12;0.08;0;0.01
Donkey Kong Land;GB;1994.00;Platform;Nintendo;1.97;0.76;1.07;0.11
Puella Magi Madoka Magica Portable;PSP;2012.00;Role-Playing;Namco Bandai Games;0;0;0.12;0
Nicktoons: MLB;DS;2011.00;Sports;Take-Two Interactive;0.1;0;0;0.01
Micro Machines V4;PS2;2006.00;Racing;Codemasters;0.01;0;0;0
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE;PS2;2006.00;Misc;Sega;0;0;0.24;0
Hot Wheels World Race;GC;2003.00;Racing;THQ;0.13;0.03;0;0
Planetarian: Chiisana Hoshi no Yume;PSP;2009.00;Adventure;Prototype;0;0;0.02;0
Yu-Gi-Oh! 5D's Tag Force 4;PSP;2009.00;Strategy;Konami Digital Entertainment;0.19;0.07;0.12;0.06
M&Ms Shell Shocked;PS;2001.00;Action;Berkeley;0.02;0.01;0;0
Emergency 2012;DS;2010.00;Simulation;Rondomedia;0;0.02;0;0
My Farm Around the World;DS;2008.00;Simulation;Atari;0.11;0;0;0.01
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa;DS;2007.00;Adventure;Marvelous Interactive;0;0;0.02;0
Pac-Man World Rally;PSP;2006.00;Racing;Namco Bandai Games;0.04;0;0;0
DJ Hero 2;Wii;2010.00;Misc;Activision;0.49;0.09;0;0.04
Evil Dead: Regeneration;PS2;2005.00;Action;THQ;0.1;0.08;0;0.03
Heroes of Mana;DS;2007.00;Strategy;Square Enix;0.08;0.01;0.05;0.01
Dark Sector;X360;2008.00;Shooter;D3Publisher;0.22;0.2;0.01;0.05
Last Rebellion;PS3;2010.00;Role-Playing;Nippon Ichi Software;0.06;0.01;0.01;0.01
Night Head: The Labyrinth;PS;1995.00;Adventure;Fuji;0;0;0.03;0
NHL 2K3;XB;2002.00;Sports;Sega;0.09;0.02;0;0
BeatMania IIDX 4th Style: New Songs Collection;PS2;2001.00;Simulation;Konami Digital Entertainment;0;0;0.05;0
007: Quantum of Solace;PS2;2008.00;Action;Activision;0.17;0;0;0.26
Pillars of Eternity;PC;2014.00;Role-Playing;Paradox Interactive;0;0.01;0;0
Futurama;PS2;2003.00;Platform;SCi;0.04;0.03;0;0.01
Call of Duty 4: Modern Warfare;PC;2007.00;Shooter;Activision;0;1.12;0;0.03
OkamiDen;DS;2010.00;Adventure;Capcom;0.25;0.07;0.13;0.03
Tonka Rescue Patrol;GC;2003.00;Action;TDK Mediactive;0.05;0.01;0;0
Heatseeker;Wii;2007.00;Action;Codemasters;0.08;0;0;0.01
GOTHA: Ismailia Seneki;SAT;1995.00;Strategy;Sega;0;0;0.08;0
Unending Bloody Call;PSP;2012.00;Action;Asgard;0;0;0.01;0
Princess Maker 2;SAT;1995.00;Simulation;Micro Cabin;0;0;0.08;0
Sonic Classic Collection;DS;2010.00;Platform;Sega;0.99;0.8;0;0.18
Burning Rangers;SAT;1998.00;Platform;Sega;0;0;0.06;0
Melty Blood: Actress Again;PS2;2009.00;Fighting;Ecole;0;0;0.06;0
Action Bass;PS;2000.00;Action;Take-Two Interactive;0.64;0.43;0;0.07
Final Fantasy Tactics: The War of the Lions;PSP;2007.00;Role-Playing;Square Enix;0.45;0.25;0.3;0.16
Evolution Skateboarding;GC;2002.00;Sports;Konami Digital Entertainment;0.03;0.01;0;0
Pac-Man;NES;1984.00;Puzzle;Namco Bandai Games;0.27;0.08;0.85;0.02
Star Wars: Knights of the Old Republic;PC;2003.00;Role-Playing;LucasArts;0.01;0.1;0;0.02
Diablo III;PS3;2013.00;Role-Playing;Activision;0.71;0.83;0.15;0.35
SingStar Motown;PS2;2009.00;Misc;Sony Computer Entertainment;0;0.06;0;0.38
CSI: 3 Dimensions of Murder;PS2;2007.00;Adventure;Ubisoft;0.07;0.06;0;0.02
Max Payne;PC;2001.00;Shooter;Take-Two Interactive;0;0.02;0;0
Strider (2014);PS3;2014.00;Platform;Capcom;0;0;0.01;0
Bust-A-Move 4;PS;1998.00;Puzzle;Acclaim Entertainment;0.12;0.08;0;0.01
Logic Machines;DS;2009.00;Puzzle;City Interactive;0.04;0;0;0
iCarly 2: iJoin The Click!;DS;2010.00;Adventure;Activision;0.26;0.01;0;0.02
Cabela's Trophy Bucks;Wii;2008.00;Sports;Activision Value;0.06;0;0;0
Red Steel 2;Wii;2010.00;Shooter;Ubisoft;0.36;0.21;0.01;0.06
Tokushu Houdoubu;PSV;2012.00;Adventure;Nippon Ichi Software;0;0;0.03;0
Spirit Camera: The Cursed Memoir;3DS;2012.00;Adventure;Nintendo;0.12;0.02;0.06;0.01
Super Robot Taisen L;DS;2010.00;Strategy;Namco Bandai Games;0;0;0.17;0
Psycho-Pass;XOne;2014.00;Adventure;5pb;0;0;0.01;0
11eyes: CrossOver;X360;2009.00;Adventure;5pb;0;0;0.02;0
IHRA Drag Racing: Sportsman Edition;XB;2006.00;Racing;Bethesda Softworks;0.01;0;0;0
The Sims: Vacation;PC;2002.00;Simulation;Electronic Arts;1.72;1.21;0;0.14
Hell's Kitchen: The Game;DS;2008.00;Simulation;Ubisoft;0.34;0.01;0;0.03
Cold Stone Creamery: Scoop It Up;Wii;2009.00;Misc;Zoo Games;0.06;0;0;0
Wii Fit;Wii;2007.00;Sports;Nintendo;8.94;8.03;3.6;2.15
Thomas the Tank Engine & Friends;GBA;2004.00;Adventure;N/A;0.13;0.05;0;0
Guitar Hero 5;X360;2009.00;Misc;Activision;0.65;0.37;0;0.11
SX Superstar;GC;2003.00;Racing;Acclaim Entertainment;0.03;0.01;0;0
Final Fantasy Type-0;PSP;2011.00;Role-Playing;Unknown;0;0;0.81;0
Mahjong Master;N64;1996.00;Misc;Konami Digital Entertainment;0;0;0.09;0
ECW Hardcore Revolution;PS;1999.00;Fighting;Acclaim Entertainment;0.27;0.18;0;0.03
NFL Street 2 Unleashed;PSP;2005.00;Sports;Electronic Arts;0.34;0;0;0.03
Dragon Age: Inquisition;XOne;2014.00;Role-Playing;Electronic Arts;0.55;0.28;0;0.07
ATV: Quad Power Racing;GBA;2002.00;Racing;Liquid Games;0.18;0.07;0;0
Doraemon: Nobita no Kyouryuu 2006 DS;DS;2006.00;Role-Playing;Sega;0;0;0.05;0
Tony Hawk's Pro Skater 3;XB;2002.00;Sports;Activision;0.34;0.18;0;0.02
Don King Boxing;Wii;2009.00;Sports;Take-Two Interactive;0.14;0.1;0;0.03
Robopon 2: Ring Version;GBA;2001.00;Role-Playing;Hudson Entertainment;0.01;0;0;0
Quake II;N64;1999.00;Shooter;Activision;0.24;0.06;0;0
DriveClub;PS4;2014.00;Racing;Sony Computer Entertainment;0.35;1.31;0.02;0.33
Virtua Tennis 4;PS3;2011.00;Sports;Sega;0.09;0.25;0.03;0.09
Guilty Gear Xrd -Revelator-;PS4;2016.00;Fighting;PQube;0.02;0;0.05;0
Dragon Ball Z: Burst Limit;PS3;2008.00;Fighting;Atari;0.22;0.34;0.18;0.12
Medalot 7;3DS;2012.00;Action;Rocket Company;0;0;0.13;0
MLB Superstars;Wii;2008.00;Sports;Take-Two Interactive;0.08;0;0;0.01
Tales of Fandom Vol.2;PS2;2007.00;Role-Playing;Namco Bandai Games;0;0;0.08;0
Da Capo I & II Plus Situation Portable;PSP;2010.00;Adventure;Kadokawa Shoten;0;0;0.04;0
Dynasty Warriors 2;PS2;2000.00;Action;THQ;0.24;0.19;0.34;0.06
Rock Band Track Pack: Classic Rock;PS3;2009.00;Misc;MTV Games;0.1;0;0;0.01
Doom;PC;1992.00;Shooter;id Software;0.02;0;0;0
Battlefield 2: Modern Combat;PS2;2005.00;Shooter;Electronic Arts;0.37;0.01;0;0.06
NBA Live 99;PS;1997.00;Sports;Electronic Arts;1.13;0.05;0;0.03
Dragon Slayer: The Legend of Heroes;GEN;1994.00;Role-Playing;Sega;0;0;0.08;0
Brink;X360;2011.00;Shooter;Bethesda Softworks;0.59;0.35;0.01;0.09
Driver: Parallel Lines;PS2;2006.00;Racing;Atari;0.12;0.1;0.03;0.03
Sumikko Gurashi: Mura o Tsukurundesu;3DS;2016.00;Misc;Nippon Columbia;0;0;0.06;0
Wolfenstein: The Old Blood;PC;2015.00;Action;Bethesda Softworks;0;0.08;0;0
Wall-E;X360;2008.00;Platform;THQ;0.29;0.26;0;0.07
DC Universe Online;PS3;2011.00;Role-Playing;Sony Online Entertainment;0.35;0.12;0;0.06
Balloon Pop;DS;2009.00;Puzzle;UFO Interactive;0.13;0;0;0.01
Lords of the Fallen;PC;2014.00;Role-Playing;Square Enix;0;0.03;0;0
SoulCalibur V;X360;2012.00;Fighting;Namco Bandai Games;0.39;0.14;0.02;0.04
Tales of Graces f;PS3;2010.00;Role-Playing;Namco Bandai Games;0.28;0.21;0.45;0.08
Bleach: Blade Battlers 2nd;PS2;2007.00;Fighting;Sony Computer Entertainment;0;0;0.06;0
1000 Cooking Recipes from ELLE Ã  table;DS;2010.00;Misc;Nintendo;0;0.02;0;0
Boxer's Road;PS;1995.00;Fighting;New;0;0;0.33;0.02
Mystery Tales of Time Travel;DS;2010.00;Puzzle;Foreign Media Games;0.01;0.16;0;0.02
Power Pro Kun Pocket 13;DS;2010.00;Sports;Konami Digital Entertainment;0;0;0.13;0
Kirby Super Star Ultra;DS;2008.00;Platform;Nintendo;1.57;0.04;1.19;0.15
Hasbro Family Game Night;Wii;2008.00;Puzzle;Electronic Arts;0.97;0.34;0;0.13
NHL 2002;PS2;2001.00;Sports;Electronic Arts;0.59;0.46;0;0.15
Arc the Lad;PS;1995.00;Role-Playing;Sony Computer Entertainment;0;0;1.1;0.01
Shonen Jump's Shaman King: Master of Spirits 2;GBA;2005.00;Role-Playing;Konami Digital Entertainment;0.01;0.01;0;0
Game of Thrones;PS3;2012.00;Role-Playing;Focus Home Interactive;0.1;0.11;0;0.04
Blazblue: Continuum Shift Extend;PSV;2011.00;Fighting;PQube;0.03;0.05;0.02;0.02
Qubed;X360;2009.00;Puzzle;Atari;0.07;0;0;0.01
Astonishia Story;PSP;2006.00;Role-Playing;Ubisoft;0.03;0;0;0
Need for Speed: ProStreet;PS2;2007.00;Racing;Electronic Arts;0.69;0;0.04;1.68
Syphon Filter 2;PS;2000.00;Shooter;Sony Computer Entertainment;1.5;0.55;0.02;0.08
Custom Drive;PSP;2012.00;Action;D3Publisher;0;0;0.02;0
The Legend of Heroes: Trails in the Sky First Chapter;PSP;2006.00;Role-Playing;Ghostlight;0.1;0.03;0.06;0.03
Despicable Me: The Game - Minion Mayhem;DS;2010.00;Puzzle;D3Publisher;0.42;0.09;0;0.04
Adventures of Lolo;NES;1989.00;Puzzle;HAL Laboratory;0.06;0;0;0
NHL 12;PS3;2011.00;Sports;Electronic Arts;0.36;0.16;0;0.07
Jack Keane;PC;2008.00;Adventure;Kalypso Media;0;0.02;0;0
Persona 4: Arena Ultimax;X360;2014.00;Fighting;Atlus;0.06;0.01;0;0.01
Might & Magic Heroes VI;PC;2011.00;Role-Playing;Ubisoft;0.12;0.14;0;0.05
Jikkyou Powerful Pro Yakyuu '98 Ketteiban;PS;1998.00;Sports;Konami Digital Entertainment;0;0;0.25;0.02
Lunar: Silver Star Harmony;PSP;2009.00;Role-Playing;GungHo;0.19;0;0.03;0.02
Choujikuu Yousai Macross: Ai Oboete Imasu ka;SAT;1997.00;Shooter;Namco Bandai Games;0;0;0.1;0
Spice World;PS;1998.00;Action;Sony Computer Entertainment;0.37;0.25;0;0.04
BeatMania Append 4thMix: The beat goes on;PS;1999.00;Simulation;Konami Digital Entertainment;0;0;0.27;0.02
Ringling Bros. and Barnum & Bailey Circus;Wii;2009.00;Action;Take-Two Interactive;0.17;0;0;0.01
Mega Man 7;SNES;1995.00;Platform;Laguna;0.03;0.01;0.23;0.01
Disney Sing It! High School Musical 3: Senior Year;Wii;2008.00;Misc;Disney Interactive Studios;0.32;0.23;0;0.04
SpongeBob SquarePants: Creature from the Krusty Krab;DS;2006.00;Platform;THQ;0.45;0;0;0.04
Full Spectrum Warrior: Ten Hammers;PS2;2006.00;Strategy;THQ;0.03;0.02;0;0.01
Warriors Orochi 3;XOne;2014.00;Action;Tecmo Koei;0.01;0.03;0;0
Tao Feng: Fist of the Lotus;XB;2003.00;Fighting;Microsoft Game Studios;0.21;0.06;0;0.01
Mega Man X3;SNES;1995.00;Action;Laguna;0.04;0.01;0.3;0
Def Jam Vendetta;PS2;2003.00;Fighting;Electronic Arts;0.95;0.74;0;0.25
Titanic Mystery;DS;2010.00;Puzzle;PlayV;0.05;0.02;0;0.01
18 Wheels of Steel: Extreme Trucker;PC;2009.00;Racing;Rondomedia;0;0.02;0;0
Jampack Volume 13 (RP-T);PS2;2005.00;Misc;Sony Computer Entertainment;0.31;0.24;0;0.08
Pitfall II: Lost Caverns;2600;1983.00;Platform;Activision;1.22;0.07;0;0.02
Transformer: Rise of the Dark Spark;PS3;2014.00;Action;Activision;0.04;0.05;0.01;0.02
Wii Fit U;WiiU;2013.00;Sports;Nintendo;0.39;0.24;0.21;0.06
The Idolmaster: Gravure For You! Vol. 3;PS3;2011.00;Misc;Namco Bandai Games;0;0;0.08;0
Alpha and Omega;DS;2010.00;Action;Unknown;0.06;0;0;0
Rat Attack!;PS;1999.00;Puzzle;Mindscape;0.03;0.02;0;0
Scrabble 2007 Edition;DS;2007.00;Puzzle;Ubisoft;0;0.48;0;0
The Price is Right: Decades;Wii;2011.00;Misc;Ubisoft;0.12;0;0;0.01
Racing Gears Advance;GBA;2004.00;Racing;Zoo Digital Publishing;0.04;0.02;0;0
Dream C Club Zero;X360;2011.00;Simulation;D3Publisher;0;0;0.03;0
Monster Kingdom: Jewel Summoner;PSP;2006.00;Role-Playing;Sony Computer Entertainment;0;0;0.04;0
Medarot DS: Kabuto / Kuwagata Ver.;DS;2010.00;Role-Playing;Rocket Company;0;0;0.12;0
Nicktoons: Attack of the Toybots;DS;2007.00;Platform;THQ;0.04;0;0;0
Hot Wheels: Battle Force 5;Wii;2009.00;Racing;Activision;0.17;0;0;0.01
F.E.A.R. 3;PC;2011.00;Shooter;Warner Bros. Interactive Entertainment;0.04;0.08;0;0.03
Battlefield 2: Modern Combat;X360;2006.00;Shooter;Electronic Arts;0.35;0.02;0.01;0.03
Rugby World Cup 2011;X360;2011.00;Sports;505 Games;0.03;0.21;0;0.04
The Berenstain Bears and the Spooky Old Tree;GBA;2005.00;Platform;Namco Bandai Games;0.03;0.01;0;0
Avalon Code;DS;2008.00;Role-Playing;Rising Star Games;0.11;0;0.12;0.01
Marble Saga: Kororinpa;Wii;2009.00;Puzzle;Konami Digital Entertainment;0.1;0.06;0;0.02
PES 2009: Pro Evolution Soccer;X360;2008.00;Sports;Konami Digital Entertainment;0.13;0.76;0.03;0.09
Deus Ex: Mankind Divided;XOne;2016.00;Role-Playing;Square Enix;0.08;0.06;0;0.01
Impossible Creatures;PC;2002.00;Strategy;Microsoft Game Studios;0;0.01;0;0
Harry Potter and the Order of the Phoenix;PC;2007.00;Action;Electronic Arts;0;0.03;0;0.01
Bleach: Shattered Blade;Wii;2006.00;Fighting;Sega;0.22;0.01;0.08;0.02
Tiger Woods PGA Tour 08;DS;2007.00;Sports;Electronic Arts;0.05;0;0;0
Thor: God of Thunder;Wii;2011.00;Action;Sega;0.11;0.04;0;0.01
Kinectimals;X360;2010.00;Simulation;Microsoft Game Studios;1.02;0.48;0;0.14
The Sims 2;PC;2004.00;Simulation;Electronic Arts;0.02;0.24;0;0.05
Dreamer Series: Pop Star;DS;2009.00;Misc;Tivola;0.04;0.02;0;0.01
Valkyria Chronicles;PS3;2008.00;Role-Playing;Sega;0.71;0.2;0.24;0.13
Shin Megami Tensei: Devil Survivor 2;3DS;2015.00;Role-Playing;Atlus;0;0.03;0.09;0
MX Unleashed;PS2;2004.00;Racing;THQ;0.94;0.73;0;0.25
LEGO The Lord of the Rings;PS3;2012.00;Action;Warner Bros. Interactive Entertainment;0.36;0.53;0;0.21
Jikkyou Powerful Pro Yakuu '94;SNES;1994.00;Sports;Konami Digital Entertainment;0;0;0.41;0
Fairy Tail: Portable Guild 2;PSP;2011.00;Fighting;Konami Digital Entertainment;0;0;0.08;0
Voodoo Chronicles: First Sign;PC;2011.00;Adventure;ValuSoft;0.01;0;0;0
Excitebike;NES;1984.00;Racing;Nintendo;2.04;0.48;1.57;0.07
Crash of the Titans;X360;2007.00;Action;Vivendi Games;0.27;0.02;0;0.03
Thor: God of Thunder;X360;2011.00;Action;Sega;0.09;0.04;0;0.01
Reel Fishing: The Great Outdoors;PSP;2006.00;Sports;Natsume;0.05;0;0;0
Momotarou Dentetsu 20-Shuunen;DS;2008.00;Misc;Hudson Soft;0;0;0.32;0
Obscure: The Aftermath;Wii;2008.00;Action;Playlogic Game Factory;0.12;0;0;0.01
World of Outlaws: Sprint Cars 2002;PS2;2002.00;Racing;Ignition Entertainment;0.23;0.18;0;0.06
Super Bomberman 3;SNES;1994.00;Puzzle;Hudson Soft;0;0;0.7;0
Neopets Petpet Adventures: The Wand of Wishing;PSP;2006.00;Adventure;Sony Computer Entertainment;0.11;0;0;0.01
Frogger 2: Swampy's Revenge;PS;1999.00;Action;Hasbro Interactive;0.8;0.54;0;0.09
Yes! PreCure 5;DS;2007.00;Action;Namco Bandai Games;0;0;0.04;0
Warriors Orochi 3;PS3;2011.00;Action;Ubisoft Annecy;0;0.04;0.57;0.01
Romance of the Three Kingdoms IX;PS2;2003.00;Strategy;Tecmo Koei;0.03;0.03;0;0.01
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden;PSV;2015.00;Role-Playing;Experience Inc.;0;0;0.04;0
Cabela's Deer Hunt 2005 Season;PS2;2004.00;Sports;Activision;0.18;0.14;0;0.05
Samurai Shodown Anthology (JP sales);PS2;2008.00;Fighting;Ignition Entertainment;0;0;0.01;0
Big League Sports;Wii;2008.00;Sports;Activision;0.09;0.01;0;0.01
Gochuumon wa Usagi Desu ka?? Wonderful Party!;PSV;2016.00;Adventure;5pb;0;0;0.02;0
The Chronicles of Riddick: Assault on Dark Athena;PC;2009.00;Shooter;Vivendi Games;0;0.01;0;0
Chaos Rings III;PSV;2014.00;Role-Playing;Square Enix;0;0;0.06;0
Burnout Revenge;PS2;2005.00;Racing;Electronic Arts;0.75;0.03;0;0.12
Obscure;PS2;2004.00;Adventure;Microids;0.03;0.03;0;0.01
Wario Land II (GBC);GB;1998.00;Platform;Nintendo;0;0;0.38;0
Demon Gaze;PSV;2013.00;Role-Playing;Nippon Ichi Software;0.06;0.03;0.08;0.02
Borderlands;PC;2009.00;Shooter;Take-Two Interactive;0.01;0.14;0;0.04
Microsoft Flight Simulator X Acceleration Expansion Pack;PC;2007.00;Simulation;Microsoft Game Studios;0;0.04;0;0.01
Sonny with a Chance;DS;2010.00;Action;Disney Interactive Studios;0.12;0.02;0;0.01
Canimal Triple;PSV;2014.00;Misc;Warner Bros. Interactive Entertainment;0;0.02;0;0
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei;PSV;2013.00;Fighting;Marvelous Entertainment;0.13;0.02;0.16;0.05
MediEvil II;PS;1999.00;Action;Sony Computer Entertainment;0.21;0.14;0;0.02
FIFA Soccer 07;X360;2006.00;Sports;Electronic Arts;0.24;0.01;0;0.02
Mana Khemia: Student Alliance;PSP;2008.00;Role-Playing;Nippon Ichi Software;0.05;0;0.03;0.01
Road Rash 3D;PS;1998.00;Racing;Electronic Arts;1.05;0.16;0;0.04
NHL 2002;XB;2001.00;Sports;Electronic Arts;0.2;0.06;0;0.01
Girls Only;DS;2010.00;Simulation;Foreign Media Games;0.03;0;0;0
Psychic Force;PS;1996.00;Fighting;Acclaim Entertainment;0.01;0.01;0.13;0.01
WTA Tour Tennis;XB;2002.00;Sports;Konami Digital Entertainment;0.01;0;0;0
Sonic Advance;GBA;2001.00;Platform;Sega;1.19;0.71;0.22;0.13
Avatar: The Last Airbender;PSP;2006.00;Adventure;THQ;0.1;0;0;0.01
Need For Speed: Undercover;PC;2008.00;Racing;Electronic Arts;0;0.07;0;0.01
Prey;PC;2006.00;Shooter;Take-Two Interactive;0;0.03;0;0.01
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku;PS2;2008.00;Adventure;Russel;0;0;0.01;0
Heisei Kyouiku linkai DS;DS;2006.00;Misc;Namco Bandai Games;0;0;0.21;0
FIFA Soccer 13;PC;2012.00;Action;Electronic Arts;0.02;0.31;0;0.07
Shrek Extra Large;GC;2002.00;Platform;TDK Mediactive;0.13;0.03;0;0
Kenka Banchou 5: Otoko no Housoku;PSP;2011.00;Action;Spike;0;0;0.14;0
Ojyousama Express;PS;1998.00;Strategy;Media Works;0;0;0.06;0
UK Truck Simulator;PC;2010.00;Simulation;N/A;0;0.03;0;0
Primal;PS2;2003.00;Action;Sony Computer Entertainment;0.21;0.17;0;0.06
Air Conflicts: Aces of World War II;PSP;2009.00;Simulation;Graffiti;0.05;0;0;0
Cabela's African Safari;PSP;2006.00;Sports;Activision Value;0.04;0;0;0
NBA 2K13;Wii;2012.00;Sports;Take-Two Interactive;0.39;0.03;0;0.03
Ikaruga;GC;2003.00;Shooter;Atari;0.07;0.02;0;0
DokuSui: DokiDoki Suikoden;PSP;2011.00;Role-Playing;Irem Software Engineering;0;0;0.01;0
F1 2015;PS4;2015.00;Racing;Codemasters;0.09;0.44;0.03;0.09
Power Pro Kun Pocket 3;GBA;2001.00;Sports;Konami Digital Entertainment;0;0;0.27;0.01
Bigfoot King of Crush;Wii;2011.00;Racing;Zoo Games;0.02;0;0;0
Spider-Man 2;PSP;2005.00;Action;Activision;0.35;0.21;0;0.14
The Sims 3: World Adventures;PC;2009.00;Simulation;Electronic Arts;0.02;0.18;0;0.39
PC Engine Best Collention: Ginga Ojousama Densetsu Collection;PSP;2008.00;Adventure;Hudson Soft;0;0;0.01;0
Virtual Chess 64;N64;1998.00;Misc;Titus;0.05;0.01;0;0
Astro Boy;PS2;2004.00;Action;Sega;0.04;0.03;0;0.01
Vacation Sports;Wii;2009.00;Sports;Ubisoft;0.1;0.01;0;0.01
Sniper Elite;Wii;2010.00;Shooter;Reef Entertainment;0.08;0.03;0;0.01
Growlanser: Heritage of War;PS2;2006.00;Role-Playing;Rising Star Games;0.11;0.08;0;0.03
Frogger: Ancient Shadow;GC;2005.00;Platform;Konami Digital Entertainment;0.04;0.01;0;0
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!;DS;2005.00;Misc;Namco Bandai Games;0;0;0.04;0
Bomberman;Wii;2008.00;Puzzle;Hudson Entertainment;0;0;0.01;0
Mercenaries 2: World in Flames;PS3;2008.00;Shooter;Electronic Arts;0.29;0.4;0.02;0.16
Juusanshi Engi Engetsu Sangokuden 2;PSP;2014.00;Action;Idea Factory;0;0;0.02;0
Tokyo Highway Battle;PS;1996.00;Racing;Jaleco;0.06;0.04;0.21;0.02
Culdcept DS;DS;2008.00;Strategy;Sega;0;0;0.1;0
Kids Learn Math: A+ Edition;DS;2011.00;Misc;Unknown;0.14;0;0;0.01
Pretty Rhythm Rainbow Live: Kira Kira My * Design;3DS;2013.00;Misc;Takara Tomy;0;0;0.08;0
Samurai Warriors;PS2;2004.00;Action;Electronic Arts;0.22;0.05;1.06;0.02
Tiny Toon Adventures: The Great Beanstalk;PS;1998.00;Misc;Sony Computer Entertainment;0.17;0.12;0;0.02
Lufia: The Ruins of Lore;GBA;2002.00;Role-Playing;Taito;0.04;0.01;0;0
Thor: God of Thunder;DS;2011.00;Action;Sega;0.09;0.03;0;0.01
Plants vs. Zombies: Garden Warfare;XOne;2014.00;Shooter;Electronic Arts;0.39;0.23;0;0.06
thinkSMART: Chess for Kids;DS;2011.00;Misc;Mentor Interactive;0.01;0;0;0
WWF Attitude;PS;1998.00;Fighting;Acclaim Entertainment;1.27;0.42;0;0.07
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!;DS;2010.00;Adventure;Namco Bandai Games;0;0;0.05;0
Tornado Outbreak;Wii;2009.00;Action;Konami Digital Entertainment;0.1;0;0;0.01
Shaman King: Soul Fight;GC;2003.00;Platform;Namco Bandai Games;0;0;0.05;0
Half-Life 2;XB;2005.00;Shooter;Electronic Arts;0.37;0.21;0;0.03
Call of Duty: World at War;Wii;2008.00;Shooter;Activision;1.2;0.59;0;0.19
World Driver Championship;N64;1999.00;Racing;Midway Games;0.14;0.03;0;0
Kelly Slater's Pro Surfer;PS2;2002.00;Sports;Activision;0.16;0.13;0;0.04
Naruto Shippuden: Dragon Blade Chronicles;Wii;2009.00;Action;505 Games;0.11;0.02;0.05;0.01
Dramatical Murder Re:code;PSV;2014.00;Adventure;Nitroplus;0;0;0.01;0
Beyond Good & Evil;PS2;2003.00;Adventure;Ubisoft;0.16;0.13;0;0.04
Battle Spirits: Digital Starter;DS;2010.00;Role-Playing;Namco Bandai Games;0;0;0.04;0
Tetris Party Deluxe;DS;2010.00;Puzzle;Nintendo;0.29;0.3;0.12;0.07
Cruis'n Exotica;N64;2000.00;Racing;Midway Games;0.17;0.04;0;0
Destruction Derby 64;N64;1999.00;Racing;THQ;0.13;0.03;0;0
Ultimate Ghosts 'n Goblins;PSP;2006.00;Platform;Capcom;0.07;0.01;0;0.01
